model_id,repository,revision,data_sources,excluded_source_audit,evidence_paths,evidence_sha256,license_id,license_uri,license_scope,source_origin,attribution,projection_semantics,conflict_semantics,lowercase,policy_version,source_rows,accepted_rows,rejected_rows,rejection_counts,source_audit,cross_source_conflict_assignments,cross_source_conflicting_surfaces,intrinsic_ambiguous_surfaces,output_groups,output_forms,output_sha256
syc-default,https://github.com/unimorph/syc,2e94e69b8c20f57e2593b70ff4c73fe3d5a2066e,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""syc"",""schema"":""lemma-form-features"",""sha256"":""f8ab11544e820b0bc951808c8fd27a5680dc7c10c90e07ec7782bdee9d20d4ad""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:4f5379671f33f2d69f4bd130059c5b7e95167ca5f611ce608be8154dfc1a22fd,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: syc,Not stated in pinned repository evidence,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,31972,31875,97,lemma-unicode-whitespace=97,"[{""accepted_rows"":31875,""added_changed_pairs"":24446,""added_distinct_surfaces"":27529,""added_groups"":3257,""added_output_forms"":27703,""added_source_pairs"":24657,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":159,""key"":""primary"",""path"":""syc"",""rejected_rows"":97,""rejection_counts"":{""lemma-unicode-whitespace"":97},""source_rows"":31972}]",0,0,159,3257,27703,62bd6eaf022709cd4188c99bd491301c31dbcce5075877981b3a5ea421366a8f
tl-ph-default,https://github.com/unimorph/tgl,799d79de338d1370ebfbeabb9823a0e8f86a2b6a,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""tgl"",""schema"":""lemma-form-features"",""sha256"":""84bcc773fde9430d9c8f9d10c72cd4ebca6410eac0eb8408accf0fd6b49e840b""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:db33dbf3a592a2507d5052f8b83fa96d2d70bcdfcb5fcee643722f6578076f2c,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: tgl,Not stated in pinned repository evidence,UniMorph; Jennifer White; `tgl`: contains some archaic forms,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,2912,2850,62,form-unicode-whitespace=51;lemma-unicode-whitespace=11,"[{""accepted_rows"":2850,""added_changed_pairs"":2176,""added_distinct_surfaces"":2510,""added_groups"":342,""added_output_forms"":2518,""added_source_pairs"":2518,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":8,""key"":""primary"",""path"":""tgl"",""rejected_rows"":62,""rejection_counts"":{""form-unicode-whitespace"":51,""lemma-unicode-whitespace"":11},""source_rows"":2912}]",0,0,8,342,2518,7ff4fcdf97eb7e2f432480d2bfa4cceaa54acb7e2a1426737c7911c972f429ed
tr-tr-default,https://github.com/unimorph/tur,6c179ace7d2f3d7f3484020e5304c1544d07bb6b,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""tur"",""schema"":""lemma-form-features"",""sha256"":""4ae44f4b039c344f7078d8073b968b0d67133d1e9d7e653ce8aba5ed24387957""}]","[{""detail"":""Derivational data is outside the inflectional stem-form model contract."",""path"":""tur.derivations"",""reason"":""derivation""}]",README.md:evidence-00-README.md,evidence-00-README.md:87927068be9e804ff6945a7f7eafcd2ce8c23b2759ba1cfb41ed251c4f2e6e13,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: tur,Not stated in pinned repository evidence,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,570420,249051,321369,form-unicode-whitespace=261840;lemma-unicode-whitespace=59529,"[{""accepted_rows"":249051,""added_changed_pairs"":221188,""added_distinct_surfaces"":222553,""added_groups"":3017,""added_output_forms"":224205,""added_source_pairs"":224205,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":1640,""key"":""primary"",""path"":""tur"",""rejected_rows"":321369,""rejection_counts"":{""form-unicode-whitespace"":261840,""lemma-unicode-whitespace"":59529},""source_rows"":570420}]",0,0,1640,3017,224205,a3605d0abd12c4bd077c72bdc0be52153400601dbd985897cb5c4ec424330200
ug-cn-default,https://github.com/unimorph/uig,0786d110b042c9e64599f53a6a0ac80889eb7f31,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""uig"",""schema"":""lemma-form-features"",""sha256"":""9beffd61140fff8e38e62576fe21da71bca1d3338f8fe654d18f9a70c007a3c0""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:898311589bc082efab5aedbc62baa402aef9b697153f63db2e6a450b6adb9dfe,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: uig,"Kadeer, Alim. Uyghur language: 94 Uyghur verbs in common tenses. CreateSpace Independent Publishing Platform.",UniMorph; Eleanor Chodroff,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,8178,7743,435,lemma-unicode-whitespace=435,"[{""accepted_rows"":7743,""added_changed_pairs"":6314,""added_distinct_surfaces"":6368,""added_groups"":85,""added_output_forms"":6399,""added_source_pairs"":6314,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":31,""key"":""primary"",""path"":""uig"",""rejected_rows"":435,""rejection_counts"":{""lemma-unicode-whitespace"":435},""source_rows"":8178}]",0,0,31,85,6399,26d181f6d1114ed9ba838608a77d1e7849086e3ad90bc1f2c246e4b4034e63ad
uz-uz-default,https://github.com/unimorph/uzb,0d06920a2aaf8dfb58b4a5492355e8f6425d2e51,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""uzb"",""schema"":""lemma-form-features"",""sha256"":""bd31a9361cbf0a7016d1925793a4dfcc6775d36b7a7218d4c60d9e979cdd65dd""},{""exceptions"":""none"",""key"":""auxiliary-01"",""local_name"":""data-01"",""path"":""uzb_verbs"",""schema"":""lemma-form-features"",""sha256"":""6ba66de9d7d44d6450480331337af8b700f6bf81fc53d467727304e7bfde8d9a""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:1e245e10fb9f624d85d6d64348890f05a87e1ab42471864081abcdef726a1b93,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,"Selected repository data files at pinned revision: uzb, uzb_verbs",Not stated in pinned repository evidence,UniMorph; Eleanor Chodroff; `uzb_verbs`: also checked by native speakers,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,37308,9842,27466,blank-row=17;form-unicode-whitespace=15316;lemma-unicode-whitespace=12133,"[{""accepted_rows"":1260,""added_changed_pairs"":1065,""added_distinct_surfaces"":1080,""added_groups"":15,""added_output_forms"":1080,""added_source_pairs"":1080,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""uzb"",""rejected_rows"":17,""rejection_counts"":{""blank-row"":17},""source_rows"":1277},{""accepted_rows"":8582,""added_changed_pairs"":8478,""added_distinct_surfaces"":8755,""added_groups"":280,""added_output_forms"":8758,""added_source_pairs"":8478,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":3,""key"":""auxiliary-01"",""path"":""uzb_verbs"",""rejected_rows"":27449,""rejection_counts"":{""form-unicode-whitespace"":15316,""lemma-unicode-whitespace"":12133},""source_rows"":36031}]",0,0,3,295,9838,caf2d4038429a72be272b400d611f80ac37fd1b0f3c54ea44c7a1159ea42728f
vro-default,https://github.com/unimorph/vro,51ce9786332835a8b045c9089260e5ba561ab03c,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""vro"",""schema"":""lemma-form-features"",""sha256"":""39714c07a887a57722cb9c55788375652d32f70b82bd6d305435aa23bd13b22c""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:76c021f29f01f9316f48d492515a1af878933caf1f9fa7c48161a80cea871e83,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: vro,Not stated in pinned repository evidence,UniMorph; Ekaterina Vylomova,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,512,505,7,form-unsupported-character=7,"[{""accepted_rows"":505,""added_changed_pairs"":350,""added_distinct_surfaces"":412,""added_groups"":63,""added_output_forms"":413,""added_source_pairs"":413,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":1,""key"":""primary"",""path"":""vro"",""rejected_rows"":7,""rejection_counts"":{""form-unsupported-character"":7},""source_rows"":512}]",0,0,1,63,413,5da7535bd5e629b8ffb99a3b6d906ad0189b1c0d46c6deada72d72f0791f575e
xcl-default,https://github.com/unimorph/xcl,847afc046ac9e56294b878cc0ec3ccbdb023c0f7,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""xcl"",""schema"":""lemma-form-features"",""sha256"":""f1d408bad34bb2c57fba41665b3ce671631cd55e9eb1e849a0067047aebcc0e3""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:783b672de6c366261b45410b812e10922ffc7ce1e0811ee630e08dcbe5b06f29,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: xcl,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,101728,95001,6727,blank-row=4547;form-unicode-whitespace=2180,"[{""accepted_rows"":95001,""added_changed_pairs"":58453,""added_distinct_surfaces"":59215,""added_groups"":4300,""added_output_forms"":62753,""added_source_pairs"":62748,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":3349,""key"":""primary"",""path"":""xcl"",""rejected_rows"":6727,""rejection_counts"":{""blank-row"":4547,""form-unicode-whitespace"":2180},""source_rows"":101728}]",0,0,3349,4300,62753,7a4000404b5f55b67dea02bf5d3e84972979cac3138fb83458b5a6dcf3495864
xno-default,https://github.com/unimorph/xno,110c24094bcacd3053f5702fd09f6aa3221eda1e,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""xno"",""schema"":""lemma-form-features"",""sha256"":""fddab7633e082cbb380711a61da6f426b6c43a3f441f90d7e42ff26b15187eb9""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:18e34352d1559257452b819831ce7d99c34d119fa73567d5f751057088603578,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: xno,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,287,265,22,blank-row=7;form-unicode-whitespace=15,"[{""accepted_rows"":265,""added_changed_pairs"":181,""added_distinct_surfaces"":186,""added_groups"":5,""added_output_forms"":186,""added_source_pairs"":186,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""xno"",""rejected_rows"":22,""rejection_counts"":{""blank-row"":7,""form-unicode-whitespace"":15},""source_rows"":287}]",0,0,0,5,186,90941356e0bd87195290432052ed9a85011f8e7c1607e24655ba298c519035da
xty-default,https://github.com/unimorph/xty,d4b2aad2a976e7f307b7b715cfc5812616691886,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""xty"",""schema"":""lemma-form-features"",""sha256"":""eac4975962feb5feecb0a98c664d89ffb8fd043b588eef3e8e020a210bb0a76b""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:22157dc8496ecbd49f95f1175b4559f211dd361dad99ab79dc9d443ee6d590e3,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: xty,[Surrey Morphology Group](https://oto-manguean.surrey.ac.uk/Search/XTY),UniMorph; Antonis Anastasopoulos,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,3057,2993,64,form-unicode-whitespace=17;lemma-unicode-whitespace=47,"[{""accepted_rows"":2993,""added_changed_pairs"":2196,""added_distinct_surfaces"":2754,""added_groups"":585,""added_output_forms"":2781,""added_source_pairs"":2780,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":23,""key"":""primary"",""path"":""xty"",""rejected_rows"":64,""rejection_counts"":{""form-unicode-whitespace"":17,""lemma-unicode-whitespace"":47},""source_rows"":3057}]",0,0,23,585,2781,9985fe69992665a30309475c30f6734cb24393b21e1c3628543e4810775e711c
zpv-default,https://github.com/unimorph/zpv,d6ff7122f0a457062293890f4befe7f22d227ab7,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""zpv"",""schema"":""lemma-form-features"",""sha256"":""d0f5c049137c56e4babc1ccbf9f1c54306aa72e5650b4ce1f19e8250a47a9606""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:ec0d91f5f15fcc366858e52c14b3844565af8a68434e9180f8f78b5d678cf965,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: zpv,Not stated in pinned repository evidence,UniMorph; Antonis Anastasopoulos,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,1164,635,529,form-unsupported-character=1;lemma-unicode-whitespace=3;lemma-unsupported-character=525,"[{""accepted_rows"":635,""added_changed_pairs"":620,""added_distinct_surfaces"":818,""added_groups"":204,""added_output_forms"":824,""added_source_pairs"":620,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":4,""key"":""primary"",""path"":""zpv"",""rejected_rows"":529,""rejection_counts"":{""form-unsupported-character"":1,""lemma-unicode-whitespace"":3,""lemma-unsupported-character"":525},""source_rows"":1164}]",0,0,4,204,824,e3cae35dca9b29226dbbbfe49415e4cb80f8379228edbd657f9bfe7c25eb0998
zu-za-default,https://github.com/unimorph/zul,cc7adc828d0ee63b282a44a105b11689ec5951da,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""zul"",""schema"":""lemma-form-features"",""sha256"":""3762e371326fc74a1a7c513a38fd86eef00b1c14ca48148e119910c4b1e18450""}]","[{""detail"":""zul.sm was excluded because incompatible lemma conventions create 15 cross-source conflicts and 14 newly ambiguous surfaces; its source attribution is also recorded upstream as TBA."",""path"":""zul.sm"",""reason"":""zulu-sm-conflict""}]",README.md:evidence-00-README.md,evidence-00-README.md:3d29c1f79a9fe6f254e22fea84589f4612a2499f14cb6405d58ba068238d3277,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: zul,Not stated in pinned repository evidence,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,49699,49119,580,blank-row=580,"[{""accepted_rows"":49119,""added_changed_pairs"":32171,""added_distinct_surfaces"":32384,""added_groups"":563,""added_output_forms"":32734,""added_source_pairs"":32603,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":343,""key"":""primary"",""path"":""zul"",""rejected_rows"":580,""rejection_counts"":{""blank-row"":580},""source_rows"":49699}]",0,0,343,563,32734,6200464bc24c7519e1a1c42b2c292375fdd9e07bdd66ef994d925d466d636bc9
